residence_panel,industry_bucket,industry_segment,employer,education,n
Lives outside BS,high_tech,other_high_tech,QM,unknown,1
Lives outside BS,high_tech,other_high_tech,QMD - DEGANIA I BIOMETRIX I ARTHESYS,biotechnology,1
Lives outside BS,high_tech,other_high_tech,QMD - DEGANIA I BIOMETRIX I ARTHESYS,geography,1
Lives outside BS,unknown,unknown,QMD - DEGANIA I BIOMETRIX I ARTHESYS,unknown,1
Lives outside BS,unknown,unknown,QUAY Acceleration,unknown,1
Lives outside BS,unknown,unknown,QV Solutions,unknown,1
Lives outside BS,high_tech,other_high_tech,Qarakal Quantum,unknown,1
Lives outside BS,unknown,unknown,Qarakal Quantum,unknown,1
Lives outside BS,unknown,unknown,Qbiq,business_administration,1
Lives outside BS,unknown,unknown,Qelos,unknown,1
Lives outside BS,unknown,unknown,Qemam Program,unknown,1
Lives outside BS,unknown,unknown,Qing Hua Machinery Precision Manufacturing,unknown,1
Lives outside BS,unknown,unknown,"Qingdao Ferroli Hvac Technology Manufactory Co., Ltd. | Ferroli Heshan plant | Ferroli Vietnam Plant",unknown,1
Lives outside BS,unknown,unknown,Qino Cyber Capital Ltd.,unknown,1
Lives outside BS,unknown,unknown,Qiwies Enterprise Solutions,unknown,1
Lives outside BS,unknown,unknown,Qlik,unknown,1
Lives outside BS,high_tech,software_it_services,Qlik Israel,unknown,1
Lives outside BS,unknown,unknown,Qlik Israel,unknown,1
Lives outside BS,unknown,unknown,Qnergy,unknown,1
Lives outside BS,high_tech,other_high_tech,Qodo,unknown,1
Lives outside BS,unknown,unknown,Qodo,unknown,1
Lives outside BS,high_tech,other_high_tech,Qodo (formerly Codium),unknown,1
Lives outside BS,unknown,unknown,Qodo (formerly Codium),unknown,1
Lives outside BS,unknown,unknown,Qodo (formerly CodiumAI),unknown,1
Lives outside BS,high_tech,other_high_tech,Qognify,computer_science,1
Lives outside BS,high_tech,other_high_tech,Qognify,unknown,1
Lives outside BS,unknown,unknown,Qognify,unknown,1
Lives outside BS,unknown,unknown,"Qognify, part of Hexagon",unknown,1
Lives outside BS,unknown,unknown,Qorod - Arabian student loans Fund,unknown,1
Lives outside BS,unknown,unknown,Qsite,unknown,1
Lives outside BS,unknown,unknown,QuLab Medical Ltd,unknown,1
Lives outside BS,high_tech,other_high_tech,Quack AI,unknown,1
Lives outside BS,high_tech,software_it_services,Quack AI,unknown,1
Lives outside BS,unknown,unknown,Quai.MD,unknown,1
Lives outside BS,high_tech,software_it_services,Qualcomm,electrical_and_computer_engineering,1
Lives outside BS,high_tech,other_high_tech,Qualcomm,non_stem,1
Lives outside BS,high_tech,software_it_services,Qualcomm,unknown,1
Lives outside BS,high_tech,software_it_services,Qualcomm Israel Ltd.,stem,1
Lives outside BS,unknown,unknown,Qualcomm Israel Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,Quali,unknown,1
Lives outside BS,unknown,unknown,Quali,unknown,1
Lives outside BS,unknown,unknown,Qualified,unknown,1
Lives outside BS,unknown,unknown,Qualifire,unknown,1
Lives outside BS,unknown,unknown,Qualis Flow (Qflow),unknown,1
Lives outside BS,unknown,unknown,Qualisys,unknown,1
Lives outside BS,unknown,unknown,Qualit,unknown,1
Lives outside BS,unknown,unknown,Qualitest Group Israel career,business_administration,1
Lives outside BS,high_tech,other_high_tech,Qualitest Israel,unknown,1
Lives outside BS,unknown,unknown,Quality,economics,1
Lives outside BS,unknown,unknown,Quality Assurance Consulting & Quality coaching,unknown,1
Lives outside BS,unknown,unknown,Quality Forward,unknown,1
Lives outside BS,high_tech,software_it_services,Quality Score LTD,unknown,1
Lives outside BS,unknown,unknown,Quality and excellence in management,unknown,1
Lives outside BS,unknown,unknown,QualityLine,unknown,1
Lives outside BS,unknown,unknown,Qualtero dba Comply365,unknown,1
Lives outside BS,high_tech,other_high_tech,QuamCore,electrical_engineering,1
Lives outside BS,healthcare,healthcare_provider,QuantHealth,unknown,1
Lives outside BS,high_tech,software_it_services,Quantexa,unknown,1
Lives outside BS,high_tech,software_it_services,Quantum Art,unknown,1
Lives outside BS,high_tech,other_high_tech,Quantum Business Group,unknown,1
Lives outside BS,high_tech,software_it_services,Quantum Machines,unknown,1
Lives outside BS,high_tech,other_high_tech,Quantum Source Labs Ltd,unknown,1
Lives outside BS,high_tech,other_high_tech,QuantumClean,materials_engineering,1
Lives outside BS,healthcare,healthcare_provider,Quasar Medical | Medical Device Manufacturer,unknown,1
Lives outside BS,unknown,unknown,Quasar Medical | Medical Device Manufacturer,unknown,1
Lives outside BS,healthcare,healthcare_provider,Quasar | Medical Device Manufacturer,unknown,1
Lives outside BS,unknown,unknown,Qube Research & Technologies,unknown,1
Lives outside BS,high_tech,other_high_tech,Qubeam,unknown,1
Lives outside BS,healthcare,healthcare_provider,Queen Mary University of London,unknown,1
Lives outside BS,unknown,unknown,"Queen Mary, University of London",biology,1
Lives outside BS,unknown,unknown,"Queen's Park, Government of Ontario",unknown,1
Lives outside BS,unknown,unknown,Queen's University,unknown,1
Lives outside BS,unknown,unknown,Queens College,medicine,1
Lives outside BS,unknown,unknown,Quest HR,unknown,1
Lives outside BS,high_tech,other_high_tech,Quest Software,unknown,1
Lives outside BS,unknown,unknown,Quest Software,unknown,1
Lives outside BS,high_tech,software_it_services,Questar Auto Technologies,unknown,1
Lives outside BS,unknown,unknown,QuickCast,unknown,1
Lives outside BS,unknown,unknown,Quicklizard (TASE:QLRD),unknown,1
Lives outside BS,unknown,unknown,Quicktop,non_stem,1
Lives outside BS,unknown,unknown,Quin,unknown,1
Lives outside BS,high_tech,other_high_tech,Quorum Information Technologies Inc.,business_administration,1
Lives outside BS,unknown,unknown,Quotient Technology Inc.,unknown,1
Lives outside BS,high_tech,other_high_tech,Quris AI,unknown,1
Lives outside BS,unknown,unknown,Quris Technologies,unknown,1
Lives outside BS,unknown,unknown,Qwello,unknown,1
Lives outside BS,high_tech,other_high_tech,Qwilt,unknown,1
Lives outside BS,high_tech,software_it_services,Qwilt,unknown,1
Lives outside BS,high_tech,software_it_services,R,electrical_engineering,1
Lives outside BS,unknown,unknown,R,unknown,1
Lives outside BS,unknown,unknown,R&A David Properties LLC,unknown,1
Lives outside BS,unknown,unknown,R&D,stem,1
Lives outside BS,unknown,unknown,R&D,unknown,1
Lives outside BS,unknown,unknown,R&D company,unknown,1
Lives outside BS,unknown,unknown,R&DEEN,mechanical_engineering,1
Lives outside BS,unknown,unknown,R&M Fine Chocolate,unknown,1
Lives outside BS,unknown,unknown,R&R advanced logistics,unknown,1
Lives outside BS,unknown,unknown,R-Go Robotics,unknown,1
Lives outside BS,high_tech,other_high_tech,R.A.D.S.,unknown,1
Lives outside BS,unknown,unknown,R.D Corner Metals,unknown,1
Lives outside BS,unknown,unknown,R.F.I.,non_stem,1
Lives outside BS,unknown,unknown,R.G.E Ventures,unknown,1
Lives outside BS,unknown,unknown,R.H. Technologies,unknown,1
Lives outside BS,unknown,unknown,R.K.D,unknown,1
Lives outside BS,unknown,unknown,R.Kattawi Engineering LTD,unknown,1
Lives outside BS,unknown,unknown,R.N. SternPlast,unknown,1
Lives outside BS,unknown,unknown,"R.Niran Management, Consulting & Investments LTD",unknown,1
Lives outside BS,unknown,unknown,R.O.I Capital Group,unknown,1
Lives outside BS,unknown,unknown,R.U.N Sport ltd,unknown,1
Lives outside BS,unknown,unknown,R1 RCM,unknown,1
Lives outside BS,unknown,unknown,R2M Corporation,unknown,1
Lives outside BS,unknown,unknown,R2M Hospitality Group,business_administration,1
Lives outside BS,unknown,unknown,R2Net Inc,unknown,1
Lives outside BS,unknown,unknown,R2Net Inc - JamesAllen.com,unknown,1
Lives outside BS,unknown,unknown,RA Architecture,industrial_engineering,1
Lives outside BS,unknown,unknown,RA's TalentQuest,unknown,1
Lives outside BS,high_tech,software_it_services,RAD,software_engineering,1
Lives outside BS,unknown,unknown,RAD Data Communications,business_administration,1
Lives outside BS,unknown,unknown,RAD Data Communications,materials_engineering,1
Lives outside BS,high_tech,software_it_services,RAD Data Communications,stem,1
Lives outside BS,high_tech,software_it_services,RAD Data Communications,unknown,1
Lives outside BS,high_tech,other_high_tech,RADA Electronic Industries Ltd.,unknown,1
Lives outside BS,high_tech,software_it_services,RADA Electronic Industries Ltd.,unknown,1
Lives outside BS,high_tech,software_it_services,RADCOM,stem,1
Lives outside BS,high_tech,software_it_services,RADCOM,unknown,1
Lives outside BS,high_tech,other_high_tech,RADLAN,unknown,1
Lives outside BS,unknown,unknown,RADWIN,psychology,1
Lives outside BS,unknown,unknown,RAGID - Industrial Projects Ltd.,mechanical_engineering,1
Lives outside BS,healthcare,healthcare_provider,RAINBOW BABIES AND CHILDREN'S HOSPITAL,unknown,1
Lives outside BS,unknown,unknown,"RAKTOV ltd, Owner",stem,1
Lives outside BS,high_tech,software_it_services,RAM Planning,unknown,1
Lives outside BS,high_tech,other_high_tech,RAPAT,business_administration,1
Lives outside BS,high_tech,other_high_tech,"RAPHAEL Valves Industries (1975) Ltd,",unknown,1
Lives outside BS,unknown,unknown,RAPIDOCAD,business_administration,1
Lives outside BS,unknown,unknown,RAVAL A.C.S,unknown,1
Lives outside BS,unknown,unknown,RAVAL ACS,unknown,1
Lives outside BS,unknown,unknown,RAVAL ACS LTD.,unknown,1
Lives outside BS,unknown,unknown,RAYWISE CONSULTING INC,unknown,1
Lives outside BS,unknown,unknown,RAZIELA ENTERPRISE,unknown,1
Lives outside BS,high_tech,other_high_tech,RB Plant Ltd,chemical_engineering,1
Lives outside BS,unknown,unknown,RB-Group (RB-Doors & RB-Locks),unknown,1
Lives outside BS,unknown,unknown,RBC,economics,1
Lives outside BS,unknown,unknown,RBC Signals,stem,1
Lives outside BS,unknown,unknown,RC Team - Aviation LTD,business_administration,1
Lives outside BS,unknown,unknown,RCK - Science based cannabis genetics,biotechnology,1
Lives outside BS,unknown,unknown,RCMI,unknown,1
Lives outside BS,unknown,unknown,RCS Solar,unknown,1
Lives outside BS,unknown,unknown,"RE/MAX Momentum, Jerusalem",unknown,1
Lives outside BS,unknown,unknown,"REAL Broker, LLC of MS",chemical_engineering,1
Lives outside BS,unknown,unknown,REALITY GROUP,economics,1
Lives outside BS,high_tech,other_high_tech,REE Automotive,unknown,1
Lives outside BS,unknown,unknown,REELIE,economics,1
Lives outside BS,high_tech,other_high_tech,REEV,unknown,1
Lives outside BS,unknown,unknown,REGBA,unknown,1
Lives outside BS,unknown,unknown,REL - Organizational Planning Consultancy,unknown,1
Lives outside BS,unknown,unknown,REL Consultancy Group,unknown,1
Lives outside BS,high_tech,other_high_tech,REM - Reverse Engineered Materials,unknown,1
Lives outside BS,unknown,unknown,REMAX,unknown,1
Lives outside BS,unknown,unknown,REMAX Central,unknown,1
Lives outside BS,unknown,unknown,REMAX GRAND CENTRAL,unknown,1
Lives outside BS,unknown,unknown,REMEZ SECURITY SA,unknown,1
Lives outside BS,unknown,unknown,REMI,business_administration,1
Lives outside BS,unknown,unknown,REPSHIELD,unknown,1
Lives outside BS,unknown,unknown,REVODUCATE,industrial_engineering,1
Lives outside BS,unknown,unknown,RF Consulting,unknown,1
Lives outside BS,unknown,unknown,RF MICROWAVE,unknown,1
Lives outside BS,unknown,unknown,RF With Care,unknown,1
Lives outside BS,unknown,unknown,RFMW,unknown,1
Lives outside BS,unknown,unknown,RGE Group Ltd.,unknown,1
Lives outside BS,unknown,unknown,RGM Israel,unknown,1
Lives outside BS,high_tech,other_high_tech,RGo Robotics,unknown,1
Lives outside BS,unknown,unknown,RGo Robotics,unknown,1
Lives outside BS,unknown,unknown,RH Electronics,unknown,1
Lives outside BS,unknown,unknown,RIC Systems Ltd,unknown,1
Lives outside BS,unknown,unknown,RIGHT IT,unknown,1
Lives outside BS,unknown,unknown,RIGOTEC,unknown,1
Lives outside BS,unknown,unknown,RIM,unknown,1
Lives outside BS,high_tech,other_high_tech,RISCO Group,unknown,1
Lives outside BS,unknown,unknown,RISE Israel (formerly SNPI),unknown,1
Lives outside BS,unknown,unknown,RISE: Scaling Healthtech at Assuta,unknown,1
Lives outside BS,unknown,unknown,RM Group LTD,unknown,1
Lives outside BS,unknown,unknown,RM INVEST,unknown,1
Lives outside BS,unknown,unknown,RMCM רונן מאיר שיווק&תוכן,unknown,1
Lives outside BS,unknown,unknown,RMG Capital Consortium Group,unknown,1
Lives outside BS,unknown,unknown,RMH,business_administration,1
Lives outside BS,unknown,unknown,RMH Lachish Industries,business_administration,1
Lives outside BS,high_tech,other_high_tech,RMH Lachish Industries,unknown,1
Lives outside BS,unknown,unknown,RNAble,unknown,1
Lives outside BS,high_tech,other_high_tech,ROBOTICAN,unknown,1
Lives outside BS,unknown,unknown,ROBOTICAN,unknown,1
Lives outside BS,high_tech,software_it_services,RODRADAR,unknown,1
Lives outside BS,unknown,unknown,ROG,unknown,1
Lives outside BS,unknown,unknown,ROI Community,unknown,1
Lives outside BS,unknown,unknown,ROI Customers,unknown,1
Lives outside BS,unknown,unknown,ROI Management Consulting,unknown,1
Lives outside BS,unknown,unknown,ROI-Clouds,unknown,1
Lives outside BS,unknown,unknown,ROKKA.AI,unknown,1
Lives outside BS,unknown,unknown,ROM ALPHA innovative solutions,unknown,1
Lives outside BS,unknown,unknown,ROM Aerostrucutres Engineering,unknown,1
Lives outside BS,unknown,unknown,ROM Transportation Engineering,unknown,1
Lives outside BS,unknown,software_it_services,ROOMS by Fattal,unknown,1
Lives outside BS,unknown,unknown,ROSETTI APARTHOTEL,unknown,1
Lives outside BS,unknown,unknown,ROTEC - Reverse Osmosis Technologies,mechanical_engineering,1
Lives outside BS,unknown,unknown,RPC Technologies Pty Ltd,mechanical_engineering,1
Lives outside BS,unknown,unknown,RR-Media,economics,1
Lives outside BS,unknown,unknown,RRSAT,unknown,1
Lives outside BS,unknown,unknown,RRsat,unknown,1
Lives outside BS,unknown,unknown,RS Ness - Solutions For Life Science Companies,unknown,1
Lives outside BS,high_tech,software_it_services,RSA Security,unknown,1
Lives outside BS,high_tech,software_it_services,RSA The Security Division of EMC,unknown,1
Lives outside BS,unknown,unknown,RSK Environment,stem,1
Lives outside BS,high_tech,software_it_services,RSL ELECTRONICS LTD,unknown,1
Lives outside BS,high_tech,other_high_tech,RSL electronics,unknown,1
Lives outside BS,unknown,unknown,RSM,unknown,1
Lives outside BS,unknown,unknown,RST,unknown,1
Lives outside BS,high_tech,software_it_services,RST - Reut Systems & Technologies Ltd,unknown,1
Lives outside BS,high_tech,other_high_tech,RTA engineering LTD,unknown,1
Lives outside BS,unknown,unknown,RUTI INC.,unknown,1
Lives outside BS,unknown,unknown,RVAC Medicines,unknown,1
Lives outside BS,unknown,unknown,RWJBarnabas Health Medical Group,unknown,1
Lives outside BS,unknown,unknown,RWS Group,unknown,1
Lives outside BS,unknown,unknown,RY Embedded solutions,unknown,1
Lives outside BS,unknown,unknown,RYSY Properties,non_stem,1
Lives outside BS,unknown,unknown,Ra'anana Municipality,unknown,1
Lives outside BS,unknown,unknown,Rabin High School,business_administration,1
Lives outside BS,healthcare,healthcare_provider,Rabin Medical Center,medicine,1
Lives outside BS,healthcare,healthcare_provider,Rabin Medical Center,nursing,1
Lives outside BS,healthcare,healthcare_provider,Rabin Medical Center,stem,1
Lives outside BS,healthcare,healthcare_provider,"Rabin Medical Center, Beilinson",medicine,1
Lives outside BS,healthcare,healthcare_provider,"Rabin Medical Center, Davidoff Cancer Center",stem,1
Lives outside BS,healthcare,healthcare_provider,Rabin medical center,health_care_administration,1
Lives outside BS,healthcare,healthcare_provider,Rabin medical center,unknown,1
Lives outside BS,unknown,unknown,Rabintex,computer_science,1
Lives outside BS,unknown,unknown,Racheli Cohen Analysis,unknown,1
Lives outside BS,unknown,unknown,Racheli studio,non_stem,1
Lives outside BS,unknown,unknown,RadSee,unknown,1
Lives outside BS,unknown,unknown,Radar Systems,unknown,1
Lives outside BS,high_tech,other_high_tech,Radiaction Ltd.,computer_science,1
Lives outside BS,healthcare,healthcare_provider,Radiaction Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,Radiancy,unknown,1
Lives outside BS,unknown,unknown,Radiancy,unknown,1
Lives outside BS,unknown,unknown,Radiant Ltd,unknown,1
Lives outside BS,high_tech,software_it_services,Radiant Security,unknown,1
Lives outside BS,unknown,unknown,Radiant Security,unknown,1
Lives outside BS,unknown,unknown,"Radiation Oncology Associates, Ltd",unknown,1
Lives outside BS,high_tech,other_high_tech,Radical Defense,unknown,1
Lives outside BS,unknown,unknown,Radical N.R.G ltd,unknown,1
